Picture Path,Label,width,height,Luminance,RGB,LBP
./Multi-class Weather Dataset/Rain/rain100.jpg,Pluvieux,2059,1158,0.26456731570352765,"[57.634222151892736, 57.916627945936376, 57.94450756318591]","[12461, 12528, 6104, 7970, 7778, 8005, 7895, 13507, 18617, 23773]"
./Multi-class Weather Dataset/Cloudy/cloudy251.jpg,Nuageux,205,154,0.1750338939011896,"[126.85633157035478, 132.89331223843752, 117.55090936425302]","[244, 1557, 928, 11683, 28228, 42366, 7235, 7349, 16866, 2182]"
./Multi-class Weather Dataset/Rain/rain51.jpg,Pluvieux,759,422,0.21705992912010172,"[126.41480708383908, 126.74154880550498, 131.92540971537366]","[5691, 10134, 6669, 12937, 21305, 16712, 9499, 10426, 10287, 14978]"
./Multi-class Weather Dataset/Shine/shine112.jpg,Ensoleillé,691,461,0.2391559870893387,"[188.3641815069792, 195.3747825910016, 194.01924410417615]","[2608, 5795, 2458, 7312, 16328, 23288, 5444, 6944, 39774, 8687]"
./Multi-class Weather Dataset/Shine/shine186.jpg,Ensoleillé,158,153,0.16591873563215015,"[134.57145904189636, 191.84100794012036, 205.91912595985266]","[292, 2464, 1279, 12517, 34209, 37696, 8266, 7340, 11420, 3155]"
./Multi-class Weather Dataset/Sunrise/sunrise181.jpg,Lever du soleil,284,177,0.10725026844108247,"[135.99092344595533, 111.69425107127354, 73.55472009653315]","[464, 2364, 1114, 10072, 23155, 33973, 5422, 6023, 32468, 3583]"
./Multi-class Weather Dataset/Shine/shine231.jpg,Ensoleillé,252,168,0.14652196111216748,"[121.49876732423422, 175.15661415924913, 218.46130534693773]","[179, 2025, 372, 12948, 15979, 37750, 8062, 10779, 27161, 3383]"
./Multi-class Weather Dataset/Sunrise/sunrise67.jpg,Lever du soleil,259,194,0.18293274052970426,"[131.80492308403504, 64.9861277057098, 11.1789647459604]","[318, 3800, 670, 6725, 22702, 37840, 3578, 6121, 31432, 5452]"
./Multi-class Weather Dataset/Sunrise/sunrise82.jpg,Lever du soleil,612,564,0.23356079599663643,"[199.38069451556416, 153.22022372548213, 141.13723278745005]","[689, 5597, 857, 7066, 19599, 42987, 6450, 7356, 18052, 9985]"
./Multi-class Weather Dataset/Sunrise/sunrise226.jpg,Lever du soleil,270,152,0.21279989372115138,"[166.35022274956168, 116.39283682294037, 66.96636067412001]","[401, 3202, 1087, 11361, 24294, 36150, 7308, 8101, 22080, 4654]"
./Multi-class Weather Dataset/Sunrise/sunrise65.jpg,Lever du soleil,2500,1667,0.20781062952532847,"[163.6181799162684, 75.6279901227895, 4.658130161447007]","[3259, 6807, 1809, 9782, 20828, 27951, 5898, 9216, 18763, 14325]"
./Multi-class Weather Dataset/Rain/rain208.jpg,Pluvieux,800,466,0.14972210600560343,"[160.6190526143605, 158.48045646867993, 165.62606877117787]","[9677, 11590, 7352, 10311, 10875, 11283, 8501, 12444, 15268, 21337]"
./Multi-class Weather Dataset/Cloudy/cloudy155.jpg,Nuageux,1920,1080,0.17429957836444726,"[178.93631842506196, 179.13715040712083, 188.53038010060015]","[4485, 7783, 4018, 11518, 9985, 18669, 10757, 10940, 24728, 15755]"
./Multi-class Weather Dataset/Shine/shine187.jpg,Ensoleillé,275,155,0.2254248831285151,"[124.06232713959693, 166.74582356095854, 175.53780032272545]","[558, 3147, 1671, 13823, 30708, 33068, 8254, 8039, 15663, 3707]"
./Multi-class Weather Dataset/Sunrise/sunrise296.jpg,Lever du soleil,266,160,0.19562779631697275,"[160.17624905963942, 105.77224364374189, 51.213268152120314]","[423, 3461, 1094, 11529, 28390, 38672, 7666, 8565, 14515, 4323]"
./Multi-class Weather Dataset/Cloudy/cloudy165.jpg,Nuageux,242,161,0.18820878293847643,"[137.4467595226656, 142.79181377910112, 150.96603819892235]","[254, 1730, 957, 10235, 41658, 41936, 6577, 4684, 8223, 2384]"
./Multi-class Weather Dataset/Sunrise/sunrise130.jpg,Lever du soleil,260,194,0.17360941027809274,"[181.91404965894148, 105.179483425947, 24.001007232874375]","[561, 4846, 1461, 8562, 30164, 39426, 5533, 7013, 15221, 5851]"
./Multi-class Weather Dataset/Sunrise/sunrise46.jpg,Lever du soleil,612,408,0.16053419498313243,"[102.54625803652708, 132.95424882310053, 130.89670599849964]","[1568, 5384, 3096, 13364, 24521, 29876, 10172, 7676, 14813, 8168]"
./Multi-class Weather Dataset/Shine/shine102.jpg,Ensoleillé,688,456,0.18817093239218177,"[106.46907043379862, 155.02827551696126, 198.730325028922]","[4295, 7864, 2505, 9073, 9944, 24998, 6806, 10900, 28707, 13546]"
./Multi-class Weather Dataset/Rain/rain170.jpg,Pluvieux,692,384,0.12763731051497706,"[77.16106174218, 83.28232222838594, 94.25483584385906]","[2889, 9230, 5923, 14663, 28093, 20036, 10248, 9587, 7565, 10404]"
./Multi-class Weather Dataset/Rain/rain30.jpg,Pluvieux,289,174,0.07836857431458803,"[101.61091217348151, 105.06986375439362, 93.26762853438612]","[795, 4154, 3167, 14538, 33757, 32328, 9862, 6168, 8773, 5096]"
./Multi-class Weather Dataset/Sunrise/sunrise289.jpg,Lever du soleil,269,180,0.16603483938952576,"[130.7519180590325, 66.34015845471097, 16.15557673342437]","[849, 4319, 2461, 12918, 28467, 29704, 7517, 7289, 19675, 5439]"
./Multi-class Weather Dataset/Cloudy/cloudy67.jpg,Nuageux,224,224,0.1413341054690922,"[49.15034778854583, 49.15034778854583, 49.15034778854583]","[92, 1277, 631, 8729, 22927, 39723, 4643, 5926, 33001, 1689]"
./Multi-class Weather Dataset/Sunrise/sunrise129.jpg,Lever du soleil,259,194,0.18487554323966085,"[219.82591465872022, 143.34494938779102, 61.86284300772097]","[637, 6159, 2328, 8732, 34339, 38509, 6025, 7118, 9078, 5713]"
./Multi-class Weather Dataset/Cloudy/cloudy238.jpg,Nuageux,247,165,0.22155812425737256,"[101.31662484432685, 101.4379313607887, 102.9747744319906]","[337, 2253, 1419, 13348, 34656, 35817, 8139, 6616, 13070, 2983]"
./Multi-class Weather Dataset/Rain/rain40.jpg,Pluvieux,289,175,0.10456249753660832,"[98.2890849883153, 115.56481204904837, 145.94617067781823]","[940, 3545, 3476, 16892, 40427, 29401, 8933, 5053, 5342, 4629]"
./Multi-class Weather Dataset/Sunrise/sunrise261.jpg,Lever du soleil,215,162,0.2559518282757828,"[187.739097546212, 141.04706238067692, 61.695026638282]","[420, 2792, 1905, 12053, 39226, 36792, 7068, 5726, 9517, 3139]"
./Multi-class Weather Dataset/Sunrise/sunrise278.jpg,Lever du soleil,200,157,0.10787759531603087,"[184.73768404200172, 154.9231149852914, 102.09118271021933]","[156, 2300, 551, 6614, 17802, 37001, 3570, 5592, 41612, 3440]"
./Multi-class Weather Dataset/Cloudy/cloudy25.jpg,Nuageux,300,168,0.13827432749276947,"[114.6659080564406, 133.8565462794383, 155.81635551135597]","[372, 2012, 1478, 13818, 30512, 36608, 8353, 7206, 15549, 2730]"
./Multi-class Weather Dataset/Shine/shine220.jpg,Ensoleillé,219,180,0.223547494001495,"[65.90830387792064, 116.64650916812067, 195.92599885655312]","[505, 2507, 2042, 14781, 39957, 33119, 8548, 5838, 8109, 3232]"
./Multi-class Weather Dataset/Cloudy/cloudy201.jpg,Nuageux,230,173,0.09639223427609123,"[177.10904172514287, 180.69893190050826, 187.72134389381986]","[64, 1023, 180, 11029, 19939, 46118, 7227, 8782, 22681, 1595]"
./Multi-class Weather Dataset/Sunrise/sunrise1.jpg,Lever du soleil,750,500,0.1994761343529433,"[78.00403624102312, 92.02295191043342, 108.89198582294459]","[1302, 3347, 1754, 11700, 13116, 35193, 9572, 7744, 28647, 6263]"
./Multi-class Weather Dataset/Shine/shine103.jpg,Ensoleillé,275,183,0.20545024457475553,"[97.17496613911648, 164.78660821153426, 206.78575829808958]","[507, 3598, 1751, 13450, 27816, 35225, 8450, 8439, 14855, 4547]"
./Multi-class Weather Dataset/Shine/shine56.jpg,Ensoleillé,2048,1536,0.2439267963859701,"[104.90754289703763, 135.04814014059576, 158.50325214623476]","[10983, 11659, 5279, 9014, 11967, 9892, 6561, 13014, 16697, 23572]"
./Multi-class Weather Dataset/Sunrise/sunrise58.jpg,Lever du soleil,276,183,0.2125202631009498,"[114.05072056776707, 123.65977381693682, 131.2242737953375]","[783, 5004, 1724, 12221, 25938, 33560, 7430, 10081, 16954, 4943]"
./Multi-class Weather Dataset/Shine/shine247.jpg,Ensoleillé,204,153,0.1457796331635907,"[120.88056044174294, 136.24575915811124, 174.33907815950622]","[27, 922, 60, 12535, 8643, 33635, 3854, 11180, 46702, 1080]"
./Multi-class Weather Dataset/Rain/rain155.jpg,Pluvieux,810,455,0.12273354831669943,"[23.207992748950588, 38.65798887687756, 45.776311724004955]","[1854, 8761, 4796, 13674, 36057, 20787, 8214, 7630, 9283, 7582]"
./Multi-class Weather Dataset/Cloudy/cloudy188.jpg,Nuageux,241,161,0.20689143813717192,"[155.32358361149042, 162.44010653732363, 169.88123749478456]","[201, 1473, 773, 12147, 34752, 39496, 8967, 7225, 11777, 1827]"
./Multi-class Weather Dataset/Shine/shine89.jpg,Ensoleillé,299,168,0.09567548697257006,"[197.73753620519986, 211.18623489233002, 224.630185219428]","[335, 2702, 777, 9359, 15356, 30673, 3678, 8326, 44363, 3069]"
./Multi-class Weather Dataset/Sunrise/sunrise104.jpg,Lever du soleil,376,250,0.15176179456723377,"[149.0120289438776, 92.63047832482005, 120.16274029900833]","[487, 3344, 590, 11440, 11436, 33812, 6099, 10412, 35185, 5833]"
./Multi-class Weather Dataset/Shine/shine79.jpg,Ensoleillé,852,480,0.20171871212976128,"[159.1415993400091, 180.35596369049125, 211.81349600517962]","[1237, 3084, 2590, 11920, 15520, 29389, 8480, 5957, 35122, 5339]"
./Multi-class Weather Dataset/Shine/shine42.jpg,Ensoleillé,183,275,0.15367073340329143,"[123.17593652803065, 187.53247543209173, 228.03899750448844]","[339, 3036, 718, 10979, 13495, 35200, 6475, 9427, 34855, 4114]"
./Multi-class Weather Dataset/Cloudy/cloudy192.jpg,Nuageux,211,159,0.18077119484578372,"[182.5828538021123, 182.5828538021123, 182.5828538021123]","[276, 1823, 769, 12090, 24978, 39704, 7730, 8665, 20331, 2272]"
./Multi-class Weather Dataset/Cloudy/cloudy18.jpg,Nuageux,852,480,0.22838826471496051,"[113.53518884653315, 119.28699624198191, 128.45779983674075]","[558, 1910, 1897, 13425, 27241, 40015, 9489, 4052, 17221, 2830]"
./Multi-class Weather Dataset/Shine/shine143.jpg,Ensoleillé,852,480,0.1681035557464791,"[124.03584591361958, 177.12402915012476, 195.51958478733627]","[1806, 4068, 3705, 14201, 23531, 29064, 9174, 6194, 19995, 6900]"
./Multi-class Weather Dataset/Shine/shine129.jpg,Ensoleillé,620,413,0.1880464924183957,"[74.67610849943736, 98.42464224810979, 137.02427500042145]","[4249, 7639, 6773, 15559, 21986, 18267, 11553, 8532, 10268, 13812]"
./Multi-class Weather Dataset/Cloudy/cloudy187.jpg,Nuageux,208,167,0.17980875928340673,"[93.82865727833831, 107.19961721792343, 102.51763505369274]","[170, 1446, 814, 12067, 31035, 39151, 7956, 6998, 16835, 2166]"
./Multi-class Weather Dataset/Rain/rain131.jpg,Pluvieux,275,183,0.1907951767592532,"[93.25955651330096, 83.61658683479365, 76.53208644679614]","[1982, 7231, 5523, 16397, 34116, 23370, 9191, 7713, 6171, 6944]"
./Multi-class Weather Dataset/Shine/shine83.jpg,Ensoleillé,615,409,0.20401467053269057,"[147.4758862042516, 179.63711524237596, 208.57113926661356]","[1030, 3323, 2262, 14813, 26276, 32161, 10711, 8047, 14435, 5580]"
./Multi-class Weather Dataset/Rain/rain210.jpg,Pluvieux,1024,683,0.10073354413882064,"[126.70436702669043, 134.4007721690668, 125.04942029535225]","[6884, 10108, 7220, 13420, 18282, 15626, 9639, 10073, 10528, 16858]"
./Multi-class Weather Dataset/Cloudy/cloudy39.jpg,Nuageux,1024,682,0.19752596066939868,"[134.61557011929145, 133.16473142037123, 127.60364887567643]","[481, 2017, 1331, 13094, 27092, 36788, 10370, 7625, 16421, 3419]"
./Multi-class Weather Dataset/Cloudy/cloudy185.jpg,Nuageux,276,173,0.09449625932542642,"[83.3683850768725, 96.52445918729666, 101.55379534276538]","[204, 1493, 546, 11892, 22686, 41954, 8173, 8654, 20904, 2132]"
./Multi-class Weather Dataset/Sunrise/sunrise262.jpg,Lever du soleil,300,157,0.14138030762358902,"[161.11375775204826, 87.37772003252542, 30.194565743058718]","[451, 3276, 1353, 9758, 23882, 31935, 5685, 6196, 31855, 4247]"
./Multi-class Weather Dataset/Sunrise/sunrise176.jpg,Lever du soleil,1024,763,0.23012401574968874,"[119.290804142644, 93.20634385826, 75.5707018804051]","[4796, 8263, 5079, 12748, 25241, 21625, 8679, 9434, 10281, 12492]"
./Multi-class Weather Dataset/Sunrise/sunrise184.jpg,Lever du soleil,1024,768,0.21359201963819657,"[190.9079909841282, 180.45069181696633, 112.81105436021764]","[2763, 5277, 3335, 13354, 27651, 25554, 9271, 9058, 12026, 10349]"
./Multi-class Weather Dataset/Sunrise/sunrise43.jpg,Lever du soleil,318,159,0.17908752216917462,"[86.74348731145375, 103.45263348379103, 116.35713209511286]","[191, 2003, 841, 10717, 32548, 40484, 6963, 6145, 15919, 2827]"
./Multi-class Weather Dataset/Sunrise/sunrise25.jpg,Lever du soleil,320,210,0.2530063088812944,"[154.68375090480075, 118.27696009868255, 50.02438042880443]","[2167, 6759, 3976, 13044, 38325, 26887, 7213, 6850, 6634, 6783]"
./Multi-class Weather Dataset/Rain/rain144.jpg,Pluvieux,1600,1200,0.113352492110848,"[132.21313944520304, 139.01829514995197, 129.1091511046208]","[15732, 12386, 6577, 6184, 7111, 7002, 7582, 12920, 16803, 26341]"
./Multi-class Weather Dataset/Shine/shine202.jpg,Ensoleillé,225,169,0.2592728790568528,"[111.74456892369014, 157.82225189494514, 188.30893104180365]","[743, 3061, 2293, 15341, 28379, 30560, 8241, 8153, 17539, 4328]"
./Multi-class Weather Dataset/Cloudy/cloudy291.jpg,Nuageux,236,177,0.16500351325901172,"[139.46377043506297, 124.37162240650129, 131.3008372567706]","[117, 1310, 445, 12344, 23543, 38969, 8171, 8407, 23374, 1958]"
./Multi-class Weather Dataset/Cloudy/cloudy162.jpg,Nuageux,281,187,0.1395476599909805,"[73.17523277217249, 78.56127565445937, 95.66416621624184]","[219, 1536, 1024, 13075, 35514, 37237, 7877, 6625, 13394, 2137]"
./Multi-class Weather Dataset/Sunrise/sunrise173.jpg,Lever du soleil,300,168,0.2135881291606257,"[112.82601718963359, 75.57344650849643, 56.67261108898498]","[508, 3012, 1890, 12209, 34137, 37694, 7152, 5698, 12634, 3704]"
./Multi-class Weather Dataset/Cloudy/cloudy120.jpg,Nuageux,318,159,0.12305182202612065,"[57.61999327128534, 108.64213596455183, 135.56336528978912]","[379, 2045, 1687, 11707, 31173, 30517, 6944, 4579, 26753, 2854]"
./Multi-class Weather Dataset/Rain/rain23.jpg,Pluvieux,635,459,0.1183045043816462,"[95.4079371504598, 96.0109974446952, 97.92929989758763]","[1354, 4098, 3281, 12556, 22716, 32997, 7757, 5145, 22370, 6364]"
./Multi-class Weather Dataset/Cloudy/cloudy78.jpg,Nuageux,259,194,0.18720762070028432,"[93.42736465129217, 109.29584485077504, 118.37253708497698]","[412, 2316, 1628, 12358, 33177, 33933, 6606, 5945, 19413, 2850]"
./Multi-class Weather Dataset/Shine/shine91.jpg,Ensoleillé,240,160,0.16511062629242046,"[103.11129704305324, 124.84293834632453, 164.41896185771]","[451, 3430, 1416, 12646, 32268, 34036, 8474, 8054, 13397, 4466]"
./Multi-class Weather Dataset/Sunrise/sunrise314.jpg,Lever du soleil,333,187,0.17756606108324366,"[136.86683950731427, 87.7938616974536, 46.60559755569464]","[926, 4377, 2851, 14742, 35226, 31459, 8798, 6263, 8791, 5205]"
./Multi-class Weather Dataset/Sunrise/sunrise15.jpg,Lever du soleil,300,168,0.23216634646144413,"[185.02736739071798, 93.51329434787968, 29.529791058198047]","[662, 3869, 1784, 13289, 31943, 32302, 7997, 8679, 14037, 4076]"
./Multi-class Weather Dataset/Shine/shine22.jpg,Ensoleillé,225,225,0.16442633491462996,"[116.00612814823243, 170.57420334072978, 227.23644616396095]","[814, 5638, 2929, 12805, 37761, 28587, 7546, 7155, 9082, 6321]"
./Multi-class Weather Dataset/Shine/shine94.jpg,Ensoleillé,2880,1800,0.2106523253430042,"[46.63404346362464, 128.92610333008815, 189.91283420336444]","[7183, 9418, 3859, 9682, 11879, 14755, 7608, 12065, 21347, 20842]"
./Multi-class Weather Dataset/Sunrise/sunrise153.jpg,Lever du soleil,300,168,0.20063721501095097,"[150.87071207423, 132.58338232691042, 127.35881157386335]","[873, 3838, 2948, 14030, 45224, 30308, 7131, 4837, 5170, 4279]"
./Multi-class Weather Dataset/Sunrise/sunrise105.jpg,Lever du soleil,660,495,0.21170079218704174,"[154.8162986814406, 88.2928762943787, 23.821525683697466]","[6425, 8607, 6043, 12063, 19322, 15936, 9217, 10530, 13620, 16875]"
./Multi-class Weather Dataset/Cloudy/cloudy214.jpg,Nuageux,201,151,0.16451992187914263,"[132.16631353755753, 151.07042082585258, 153.7896721539473]","[295, 2322, 1128, 11464, 32439, 39780, 7156, 7102, 13935, 3017]"
./Multi-class Weather Dataset/Sunrise/sunrise18.jpg,Lever du soleil,1920,1080,0.23314302258838313,"[149.5640332223866, 89.67330667924695, 60.5153022943218]","[6799, 10091, 4591, 10834, 15252, 16062, 8620, 11952, 16105, 18332]"
./Multi-class Weather Dataset/Cloudy/cloudy99.jpg,Nuageux,259,194,0.10185878887311754,"[135.64953103137276, 142.6475641104663, 150.62807052757125]","[321, 1976, 1230, 11562, 25277, 31724, 6556, 5783, 31266, 2943]"
./Multi-class Weather Dataset/Rain/rain118.jpg,Pluvieux,960,540,0.2798343334899511,"[179.66336789751176, 178.11711957409304, 175.8195190213612]","[6189, 9126, 5440, 11723, 14880, 17432, 9727, 10748, 17093, 16280]"
./Multi-class Weather Dataset/Shine/shine59.jpg,Ensoleillé,720,537,0.1840081742461192,"[107.4990171651368, 138.62293956984692, 168.24241567573205]","[5964, 7607, 3864, 8723, 9128, 20757, 6656, 9874, 33199, 12866]"
./Multi-class Weather Dataset/Rain/rain110.jpg,Pluvieux,674,441,0.20064609062718533,"[91.17345049910232, 88.94240284784387, 88.13480958093106]","[10468, 10891, 8669, 11198, 12826, 10805, 9280, 11726, 12598, 20177]"
./Multi-class Weather Dataset/Shine/shine171.jpg,Ensoleillé,271,179,0.19757662748519503,"[71.99153013658145, 129.65199908281917, 179.36146651209984]","[696, 2878, 2275, 14575, 31792, 30870, 7509, 7222, 17171, 3650]"
./Multi-class Weather Dataset/Sunrise/sunrise30.jpg,Lever du soleil,930,300,0.2968643109885068,"[77.89541619648637, 64.38852163461539, 38.47552889356699]","[1519, 3993, 2450, 11810, 19483, 23337, 8101, 6925, 33528, 7492]"
./Multi-class Weather Dataset/Cloudy/cloudy132.jpg,Nuageux,720,400,0.13368488893646224,"[162.23835526717832, 187.80340461240286, 203.39807050913282]","[2429, 5514, 3920, 14167, 21644, 24993, 9493, 8249, 18141, 10088]"
./Multi-class Weather Dataset/Sunrise/sunrise284.jpg,Lever du soleil,249,166,0.10288931227005153,"[152.57417337825993, 75.60059942061145, 35.294460024928775]","[458, 2973, 1317, 12606, 27354, 34710, 7416, 7916, 19691, 4197]"
./Multi-class Weather Dataset/Sunrise/sunrise317.jpg,Lever du soleil,225,300,0.1889173245913337,"[138.02384291526533, 108.0566888612839, 66.49965635351869]","[223, 2352, 269, 7700, 8760, 37651, 3599, 7120, 45925, 5039]"
./Multi-class Weather Dataset/Cloudy/cloudy90.jpg,Nuageux,852,480,0.17209584519522692,"[104.40166633477469, 116.6088887189918, 129.01474653989447]","[709, 2152, 2322, 13888, 25670, 32387, 8184, 4265, 25424, 3637]"
./Multi-class Weather Dataset/Rain/rain6.jpg,Pluvieux,299,168,0.04858151371613777,"[99.4902476440938, 96.90757598745765, 88.25429879128104]","[1087, 4563, 3966, 16584, 33560, 28511, 10071, 6559, 8324, 5413]"
./Multi-class Weather Dataset/Rain/rain180.jpg,Pluvieux,640,480,0.18065435917852454,"[139.66755437891948, 145.92200232403403, 121.36471806567036]","[8032, 11034, 7708, 11790, 13509, 12820, 9645, 11118, 14720, 18262]"
./Multi-class Weather Dataset/Sunrise/sunrise61.jpg,Lever du soleil,500,326,0.26380452045732844,"[171.68273497951753, 130.45177016954938, 72.08820256394452]","[2691, 6875, 3628, 12148, 32234, 24611, 7722, 8331, 10591, 9807]"
./Multi-class Weather Dataset/Rain/rain150.jpg,Pluvieux,468,282,0.08006077961963802,"[101.22519871373422, 105.26230430226825, 93.22043580050237]","[1777, 6219, 5064, 15806, 30799, 26149, 10915, 7029, 7189, 7691]"
./Multi-class Weather Dataset/Cloudy/cloudy56.jpg,Nuageux,259,194,0.18313897158242207,"[145.30733670914884, 145.30733670914884, 145.30733670914884]","[257, 1637, 1212, 12486, 35225, 37054, 7364, 5595, 15550, 2258]"
./Multi-class Weather Dataset/Sunrise/sunrise91.jpg,Lever du soleil,259,194,0.15600392641090802,"[156.6002235068549, 136.1756574490256, 110.84265396626714]","[722, 3530, 1958, 12471, 19911, 31214, 6033, 8036, 30169, 4594]"
./Multi-class Weather Dataset/Sunrise/sunrise345.jpg,Lever du soleil,226,170,0.14153417577448224,"[134.49277476440938, 107.07803234682395, 87.96489353379609]","[119, 1507, 268, 8904, 11056, 36479, 4037, 7304, 45809, 3155]"
